img,output,flag,username,timestamp
c:\Users\NITROPC\Desktop\Bootcamp\Temario\Modulo_3\Redes_Neuronales\Numeritos\flagged\img\ae999288a1ae8bfda6671b3851d95fb609f30033\tmpkraeagtt.png,c:\Users\NITROPC\Desktop\Bootcamp\Temario\Modulo_3\Redes_Neuronales\Numeritos\flagged\output\tmp762f74de.json,,,2024-07-08 12:05:41.523286
